# ID z up gp rp ip zp Y J H K IRAC_1 IRAC_2 up_err gp_err rp_err ip_err zp_err Y_err J_err H_err K_err IRAC_1_err IRAC_2_err 
8451 0.460 24.482 24.125 23.612 23.289 23.251 23.118 22.858 22.619 22.595 23.146 23.458 0.037 0.060 0.039 0.032 0.032 0.029 0.025 0.022 0.022 0.058 0.071
8460 0.480 24.444 24.269 23.611 23.348 23.332 23.136 22.880 22.717 22.620 23.216 23.432 0.038 0.062 0.040 0.033 0.032 0.029 0.025 0.022 0.022 0.057 0.070
8469 0.480 24.267 24.039 23.606 23.232 23.320 23.034 23.121 22.922 22.824 26.370 26.370 0.033 0.053 0.040 0.031 0.033 0.027 0.029 0.026 0.025 -1.000 -1.000
8478 0.500 25.192 24.752 23.606 23.144 22.954 22.771 22.596 22.419 22.290 22.664 23.078 0.056 0.076 0.039 0.029 0.026 0.024 0.022 0.019 0.018 0.042 0.053
8487 0.500 24.284 23.966 23.583 23.226 23.373 22.908 23.123 22.879 22.829 26.370 26.370 0.032 0.053 0.039 0.031 0.033 0.025 0.029 0.025 0.025 -1.000 -1.000
8496 0.520 25.668 24.863 23.540 22.993 22.732 22.528 22.157 21.751 21.613 21.906 22.381 0.079 0.092 0.039 0.027 0.023 0.021 0.017 0.015 0.014 0.026 0.034
8505 0.520 24.309 24.195 23.502 23.278 23.375 23.005 23.124 22.925 22.838 26.370 26.370 0.032 0.056 0.039 0.031 0.033 0.027 0.029 0.026 0.025 -1.000 -1.000
8514 0.540 24.436 24.309 23.600 23.238 23.246 23.080 22.804 22.531 22.546 22.953 23.348 0.035 0.061 0.038 0.031 0.031 0.028 0.024 0.021 0.021 0.050 0.063
8523 0.560 27.350 25.212 23.567 22.372 22.009 21.685 21.352 20.889 20.732 20.903 21.421 0.277 0.115 0.039 0.019 0.016 0.014 0.013 0.012 0.011 0.016 0.020
8532 0.560 24.363 24.274 23.609 23.211 23.154 23.049 22.778 22.551 22.501 22.896 23.303 0.035 0.060 0.038 0.031 0.030 0.028 0.024 0.021 0.021 0.047 0.061
8541 0.560 24.232 24.186 23.649 23.288 23.377 22.993 23.091 22.968 22.909 26.370 26.370 0.032 0.058 0.040 0.032 0.034 0.027 0.029 0.026 0.025 -1.000 -1.000
8550 0.560 24.192 24.166 23.555 23.231 23.330 22.958 23.042 22.883 22.844 26.370 26.370 0.031 0.056 0.039 0.031 0.033 0.026 0.028 0.025 0.024 -1.000 -1.000
8559 0.580 24.366 24.310 23.573 23.223 23.207 23.051 22.859 22.489 22.491 22.880 23.314 0.035 0.060 0.039 0.031 0.030 0.028 0.024 0.021 0.021 0.047 0.061
8568 0.580 24.297 24.175 23.633 23.301 23.444 22.921 23.156 22.832 22.875 26.370 26.370 0.033 0.056 0.040 0.032 0.036 0.026 0.029 0.024 0.025 -1.000 -1.000
8577 0.600 25.038 24.489 23.649 23.029 22.846 22.653 22.442 22.230 22.145 22.219 22.780 0.051 0.074 0.040 0.027 0.025 0.022 0.020 0.018 0.017 0.033 0.045
8586 0.600 24.268 24.125 23.582 23.212 23.430 22.903 23.080 22.767 22.813 26.370 26.370 0.032 0.054 0.039 0.031 0.035 0.026 0.028 0.023 0.024 -1.000 -1.000
8595 0.620 25.581 24.803 23.574 22.809 22.567 22.338 21.984 21.514 21.347 21.474 22.012 0.071 0.090 0.039 0.025 0.021 0.019 0.016 0.013 0.013 0.020 0.028
8604 0.620 24.324 24.265 23.543 23.155 23.186 22.976 22.795 22.464 22.456 22.751 23.232 0.034 0.059 0.039 0.030 0.030 0.027 0.024 0.020 0.020 0.043 0.057
8613 0.640 27.688 25.284 23.658 22.237 21.794 21.446 21.063 20.591 20.408 20.443 21.050 0.246 0.116 0.040 0.018 0.015 0.013 0.012 0.011 0.011 0.013 0.016
8622 0.640 24.265 24.251 23.542 23.106 23.014 22.915 22.769 22.442 22.405 22.726 23.080 0.032 0.057 0.039 0.029 0.028 0.026 0.023 0.020 0.019 0.040 0.055
8631 0.660 25.452 24.862 23.632 22.797 22.517 22.253 21.907 21.427 21.260 21.342 21.892 0.068 0.089 0.039 0.024 0.020 0.018 0.016 0.013 0.013 0.019 0.025
8640 0.660 24.148 24.146 23.686 23.192 23.127 23.111 22.975 22.823 22.729 26.370 26.370 0.029 0.054 0.041 0.031 0.029 0.029 0.027 0.024 0.023 -1.000 -1.000
8649 0.680 25.376 25.019 23.654 22.749 22.466 22.225 21.886 21.408 21.197 21.247 21.809 0.067 0.089 0.040 0.024 0.020 0.018 0.015 0.013 0.012 0.018 0.025
8658 0.680 24.241 24.176 23.688 23.317 23.061 23.222 23.093 22.740 22.804 22.978 26.370 0.032 0.056 0.040 0.033 0.028 0.032 0.028 0.023 0.024 0.050 -1.000
8667 0.700 24.151 24.045 23.553 23.079 22.899 22.864 22.671 22.308 22.288 22.434 22.973 0.030 0.054 0.039 0.028 0.025 0.025 0.022 0.019 0.018 0.036 0.050
8676 0.720 25.280 24.622 23.642 22.685 22.318 22.141 21.774 21.278 21.063 21.049 21.655 0.062 0.084 0.039 0.022 0.019 0.017 0.015 0.013 0.012 0.017 0.022
8685 0.720 24.195 24.132 23.538 23.255 22.938 23.202 22.952 22.619 22.720 22.859 26.370 0.030 0.052 0.038 0.033 0.026 0.030 0.027 0.022 0.023 0.045 -1.000
8694 0.740 24.221 24.046 23.688 23.114 22.912 22.944 22.698 22.363 22.285 22.471 22.901 0.031 0.054 0.040 0.029 0.025 0.026 0.023 0.019 0.018 0.035 0.049
8703 0.760 24.543 24.219 23.566 22.785 22.455 22.272 22.048 21.833 21.672 21.641 22.173 0.038 0.062 0.039 0.023 0.020 0.018 0.017 0.015 0.014 0.022 0.031
8712 0.780 25.075 24.618 23.550 22.570 22.209 21.959 21.657 21.162 20.876 20.850 21.385 0.056 0.079 0.039 0.021 0.018 0.016 0.014 0.012 0.012 0.015 0.019
8721 0.800 24.923 24.658 23.543 22.503 22.129 21.891 21.562 21.075 20.780 20.736 21.200 0.053 0.075 0.038 0.021 0.017 0.015 0.014 0.012 0.011 0.015 0.018
8730 0.800 24.060 24.058 23.575 23.100 22.836 22.754 22.567 22.246 22.148 22.190 22.681 0.028 0.050 0.040 0.028 0.024 0.024 0.021 0.018 0.017 0.031 0.042
8739 0.820 24.116 23.954 23.668 23.080 22.763 22.843 22.595 22.275 22.137 22.228 22.665 0.029 0.051 0.041 0.028 0.025 0.024 0.022 0.018 0.017 0.031 0.042
8748 0.840 23.993 23.963 23.597 23.045 22.770 22.768 22.489 22.181 22.050 22.159 22.683 0.027 0.048 0.039 0.027 0.024 0.023 0.021 0.018 0.017 0.029 0.039
8757 0.860 24.380 24.154 23.619 22.730 22.360 22.142 21.935 21.698 21.510 21.447 21.912 0.034 0.058 0.039 0.023 0.019 0.017 0.016 0.014 0.013 0.019 0.025
8766 0.900 23.918 23.823 23.646 22.975 22.686 22.658 22.476 22.143 21.921 21.967 22.390 0.026 0.045 0.039 0.026 0.023 0.022 0.020 0.017 0.016 0.027 0.035
8775 0.920 24.395 24.200 23.688 22.794 22.393 22.138 21.926 21.681 21.463 21.367 21.741 0.034 0.059 0.041 0.024 0.019 0.017 0.016 0.014 0.013 0.019 0.023
8784 0.940 23.922 23.835 23.672 23.133 22.979 22.833 22.546 22.597 22.454 22.434 26.370 0.026 0.046 0.040 0.030 0.027 0.025 0.021 0.022 0.020 0.035 -1.000
8793 0.980 24.783 24.367 23.607 22.497 21.936 21.639 21.286 20.826 20.387 20.171 20.530 0.045 0.065 0.040 0.020 0.016 0.014 0.013 0.011 0.011 0.012 0.014
8802 1.020 23.886 23.734 23.645 23.081 22.770 22.451 22.435 22.179 21.854 21.854 22.203 0.026 0.044 0.040 0.028 0.023 0.020 0.020 0.017 0.015 0.025 0.030
8811 1.140 23.946 23.709 23.679 23.200 22.838 22.538 22.448 22.166 21.848 21.783 22.040 0.026 0.044 0.040 0.031 0.024 0.021 0.020 0.017 0.015 0.024 0.028
8820 1.540 24.040 23.701 23.614 23.467 23.169 22.651 22.331 22.227 21.874 21.711 21.666 0.027 0.042 0.039 0.036 0.030 0.023 0.019 0.018 0.015 0.023 0.023
8829 0.060 24.472 23.894 23.694 23.453 23.295 23.139 23.033 23.008 23.172 24.103 24.527 0.036 0.047 0.042 0.036 0.032 0.029 0.028 0.027 0.031 0.102 0.147
8838 0.080 24.525 23.964 23.705 23.440 23.309 23.182 23.129 23.049 23.232 23.916 24.455 0.038 0.049 0.043 0.037 0.033 0.030 0.029 0.028 0.031 0.102 0.144
8847 0.100 24.475 23.905 23.768 23.543 23.285 23.176 23.069 23.019 23.199 23.903 24.434 0.039 0.048 0.043 0.037 0.033 0.029 0.028 0.027 0.030 0.097 0.136
8856 0.120 24.652 23.909 23.700 23.488 23.336 23.212 23.050 22.982 23.088 23.780 24.292 0.041 0.049 0.043 0.037 0.033 0.030 0.028 0.028 0.030 0.095 0.131
8865 0.120 24.503 23.794 23.728 23.415 23.436 23.315 23.268 23.187 23.340 26.370 26.370 0.036 0.046 0.042 0.035 0.036 0.033 0.032 0.031 0.033 -1.000 -1.000
8874 0.140 24.588 23.882 23.669 23.493 23.525 23.449 23.294 23.241 23.343 26.370 26.370 0.037 0.049 0.042 0.037 0.038 0.035 0.033 0.032 0.033 -1.000 -1.000
8883 0.160 24.622 24.002 23.681 23.523 23.674 23.536 23.342 23.328 23.395 26.370 26.370 0.039 0.052 0.042 0.038 0.039 0.037 0.034 0.033 0.034 -1.000 -1.000
8892 0.180 24.819 24.129 23.714 23.608 23.466 23.290 23.055 23.019 23.095 23.843 24.375 0.044 0.055 0.043 0.040 0.036 0.032 0.028 0.028 0.029 0.093 0.123
8901 0.180 24.472 24.123 23.646 23.560 23.581 23.486 23.342 23.325 23.383 26.370 26.370 0.038 0.054 0.043 0.038 0.040 0.037 0.033 0.033 0.034 -1.000 -1.000
8910 0.180 24.564 23.997 23.696 23.522 23.589 23.548 23.363 23.278 23.319 26.370 26.370 0.039 0.053 0.042 0.038 0.039 0.037 0.034 0.033 0.033 -1.000 -1.000
8919 0.200 24.567 24.050 23.695 23.489 23.517 23.410 23.208 23.273 23.261 26.370 26.370 0.037 0.053 0.041 0.037 0.038 0.036 0.031 0.032 0.032 -1.000 -1.000
8928 0.200 24.495 24.179 23.701 23.560 23.528 23.485 23.368 23.300 23.277 26.370 26.370 0.038 0.054 0.041 0.038 0.039 0.037 0.034 0.032 0.032 -1.000 -1.000
8937 0.220 24.730 24.103 23.677 23.629 23.513 23.226 23.057 23.085 23.107 23.816 24.146 0.045 0.058 0.043 0.040 0.036 0.032 0.028 0.028 0.028 0.090 0.117
8946 0.220 24.581 24.106 23.689 23.592 23.591 23.502 23.235 23.352 23.232 26.370 26.370 0.039 0.055 0.042 0.039 0.040 0.038 0.031 0.033 0.032 -1.000 -1.000
8955 0.220 24.625 24.171 23.795 23.660 23.651 23.661 23.461 23.373 23.339 26.370 26.370 0.040 0.057 0.043 0.040 0.040 0.039 0.035 0.034 0.033 -1.000 -1.000
8964 0.240 24.739 24.224 23.683 23.603 23.438 23.288 23.087 23.022 23.036 23.664 24.260 0.045 0.059 0.043 0.040 0.036 0.033 0.028 0.028 0.028 0.087 0.113
8973 0.240 24.782 24.083 23.700 23.623 23.603 23.564 23.214 23.302 23.298 26.370 26.370 0.041 0.057 0.043 0.041 0.040 0.039 0.032 0.034 0.033 -1.000 -1.000
8982 0.260 24.802 24.205 23.716 23.616 23.371 23.264 23.012 23.034 23.003 23.677 24.027 0.044 0.059 0.042 0.040 0.036 0.032 0.028 0.028 0.027 0.085 0.108
8991 0.260 24.781 24.111 23.709 23.663 23.390 23.559 23.246 23.358 23.272 26.370 26.370 0.041 0.056 0.042 0.041 0.036 0.039 0.031 0.033 0.032 -1.000 -1.000
9000 0.260 24.560 24.352 23.607 23.571 23.425 23.549 23.391 23.379 23.287 26.370 26.370 0.039 0.057 0.041 0.040 0.036 0.038 0.033 0.033 0.031 -1.000 -1.000
9009 0.280 24.816 24.255 23.664 23.610 23.412 23.253 23.006 23.006 22.947 23.681 24.165 0.044 0.060 0.042 0.040 0.036 0.032 0.027 0.027 0.027 0.083 0.104
9018 0.280 24.705 24.216 23.763 23.760 23.403 23.611 23.204 23.329 23.280 26.370 26.370 0.042 0.058 0.043 0.043 0.034 0.039 0.031 0.034 0.032 -1.000 -1.000
9027 0.300 24.747 24.238 23.635 23.547 23.415 23.287 22.973 22.962 22.907 23.661 23.981 0.043 0.060 0.041 0.039 0.035 0.032 0.027 0.027 0.026 0.080 0.099
9036 0.300 24.690 24.144 23.734 23.690 23.294 23.518 23.212 23.340 23.195 26.370 26.370 0.040 0.056 0.041 0.043 0.033 0.038 0.030 0.032 0.031 -1.000 -1.000
9045 0.300 24.593 24.235 23.614 23.699 23.445 23.464 23.332 23.320 23.223 26.370 26.370 0.040 0.059 0.041 0.041 0.035 0.037 0.034 0.032 0.031 -1.000 -1.000
9054 0.320 24.688 24.215 23.705 23.872 23.377 23.612 23.222 23.201 23.289 26.370 26.370 0.041 0.059 0.043 0.046 0.035 0.039 0.031 0.033 0.031 -1.000 -1.000
9063 0.320 24.588 24.143 23.666 23.707 23.434 23.478 23.326 23.240 23.160 26.370 26.370 0.039 0.059 0.041 0.041 0.034 0.036 0.033 0.032 0.030 -1.000 -1.000
9072 0.340 24.751 24.209 23.600 23.518 23.356 23.196 22.978 22.956 22.803 23.690 23.849 0.042 0.061 0.041 0.038 0.035 0.031 0.027 0.026 0.025 0.076 0.092
9081 0.340 24.655 24.146 23.705 23.790 23.452 23.504 23.171 23.271 23.191 26.370 26.370 0.040 0.059 0.043 0.045 0.035 0.038 0.031 0.032 0.030 -1.000 -1.000
9090 0.340 24.624 24.281 23.689 23.677 23.461 23.452 23.276 23.243 23.182 26.370 26.370 0.039 0.060 0.042 0.042 0.035 0.037 0.033 0.032 0.030 -1.000 -1.000
9099 0.360 24.583 24.274 23.753 23.922 23.477 23.550 23.264 23.350 23.234 26.370 26.370 0.041 0.060 0.043 0.046 0.036 0.038 0.032 0.033 0.031 -1.000 -1.000
9108 0.360 24.564 24.286 23.670 23.630 23.347 23.431 23.324 23.217 23.133 26.370 26.370 0.038 0.060 0.041 0.041 0.035 0.036 0.032 0.031 0.029 -1.000 -1.000
9117 0.380 24.690 24.317 23.689 23.594 23.426 23.277 22.975 22.908 22.781 23.535 23.879 0.043 0.064 0.042 0.039 0.035 0.032 0.027 0.026 0.025 0.074 0.088
9126 0.380 24.603 24.212 23.742 23.679 23.443 23.512 23.388 23.188 23.175 26.370 26.370 0.039 0.061 0.042 0.041 0.036 0.036 0.033 0.031 0.029 -1.000 -1.000
9135 0.380 24.485 24.208 23.647 23.667 23.331 23.423 23.261 23.202 23.094 26.370 26.370 0.037 0.059 0.041 0.040 0.034 0.035 0.032 0.030 0.028 -1.000 -1.000
9144 0.400 24.803 24.311 23.684 23.512 23.446 23.305 23.002 22.950 22.869 23.603 23.668 0.043 0.065 0.043 0.038 0.035 0.032 0.028 0.025 0.025 0.072 0.086
9153 0.400 24.443 24.055 23.695 23.612 23.363 23.427 23.142 23.075 23.070 26.370 26.370 0.036 0.055 0.043 0.039 0.034 0.034 0.030 0.029 0.027 -1.000 -1.000
9162 0.400 24.523 24.304 23.732 23.635 23.429 23.515 23.279 23.173 23.127 26.370 26.370 0.038 0.061 0.043 0.039 0.035 0.036 0.033 0.030 0.029 -1.000 -1.000
9171 0.420 24.654 24.256 23.637 23.435 23.384 23.179 23.014 22.823 22.748 23.433 23.619 0.041 0.063 0.042 0.036 0.034 0.031 0.027 0.024 0.024 0.067 0.080
9180 0.440 25.818 24.776 23.651 23.227 23.050 22.807 22.432 22.101 21.896 22.419 22.768 0.094 0.098 0.043 0.032 0.028 0.024 0.020 0.017 0.016 0.036 0.044
9189 0.440 24.340 23.951 23.777 23.335 23.260 23.261 23.114 23.071 22.979 26.370 26.370 0.034 0.054 0.042 0.033 0.034 0.032 0.030 0.028 0.026 -1.000 -1.000
9198 0.440 24.484 24.235 23.666 23.432 23.389 23.334 23.211 23.107 22.986 26.370 26.370 0.036 0.059 0.042 0.035 0.034 0.034 0.032 0.029 0.027 -1.000 -1.000
9207 0.460 24.332 24.096 23.683 23.259 23.316 23.222 23.114 22.995 22.871 26.370 26.370 0.034 0.054 0.041 0.032 0.034 0.031 0.029 0.027 0.026 -1.000 -1.000
9216 0.460 24.410 24.214 23.622 23.343 23.315 23.315 23.176 23.059 22.953 26.370 26.370 0.034 0.058 0.041 0.033 0.034 0.032 0.031 0.028 0.026 -1.000 -1.000
9225 0.480 25.336 24.808 23.697 23.248 23.102 22.916 22.742 22.594 22.410 22.894 23.262 0.061 0.081 0.042 0.032 0.029 0.026 0.023 0.021 0.020 0.047 0.059
9234 0.480 24.384 24.122 23.650 23.317 23.400 23.093 23.153 23.038 22.950 26.370 26.370 0.034 0.055 0.042 0.033 0.034 0.028 0.030 0.027 0.026 -1.000 -1.000
9243 0.480 24.467 24.256 23.753 23.425 23.411 23.222 23.272 23.120 23.000 26.370 26.370 0.035 0.061 0.042 0.034 0.035 0.031 0.032 0.028 0.027 -1.000 -1.000
9252 0.500 25.342 24.613 23.715 23.248 23.094 22.897 22.704 22.528 22.381 22.832 23.207 0.061 0.082 0.042 0.031 0.028 0.026 0.023 0.021 0.019 0.045 0.058
9261 0.500 24.419 24.291 23.689 23.413 23.420 23.176 23.227 23.097 23.021 26.370 26.370 0.035 0.062 0.043 0.035 0.036 0.030 0.032 0.028 0.027 -1.000 -1.000
9270 0.520 25.889 25.022 23.707 23.132 22.856 22.630 22.261 21.843 21.728 22.037 22.508 0.086 0.100 0.042 0.029 0.025 0.022 0.018 0.015 0.014 0.028 0.036
9279 0.520 24.440 24.292 23.719 23.406 23.536 23.113 23.175 23.018 22.982 26.370 26.370 0.035 0.059 0.043 0.034 0.037 0.028 0.031 0.027 0.027 -1.000 -1.000
9288 0.520 24.417 24.305 23.748 23.446 23.488 23.181 23.299 23.137 22.997 26.370 26.370 0.036 0.064 0.043 0.035 0.037 0.030 0.032 0.029 0.028 -1.000 -1.000
9297 0.540 24.552 24.469 23.709 23.301 23.422 23.178 22.965 22.666 22.693 23.083 23.329 0.039 0.066 0.042 0.034 0.033 0.030 0.026 0.023 0.022 0.054 0.069
9306 0.540 24.457 24.442 23.671 23.413 23.517 23.208 23.313 23.095 23.076 26.370 26.370 0.035 0.064 0.043 0.035 0.037 0.030 0.032 0.029 0.027 -1.000 -1.000
9315 0.560 24.492 24.414 23.726 23.338 23.291 23.150 22.927 22.611 22.639 23.000 23.384 0.037 0.065 0.041 0.033 0.033 0.030 0.026 0.022 0.022 0.051 0.066
9324 0.560 24.408 24.239 23.628 23.392 23.593 23.160 23.222 23.097 23.061 26.370 26.370 0.035 0.063 0.043 0.035 0.036 0.029 0.031 0.028 0.027 -1.000 -1.000
9333 0.580 24.495 24.361 23.651 23.296 23.268 23.120 22.925 22.616 22.635 22.860 23.313 0.037 0.065 0.042 0.033 0.033 0.030 0.026 0.022 0.022 0.050 0.065
9342 0.580 24.261 24.178 23.683 23.330 23.359 23.020 23.154 22.970 22.889 26.370 26.370 0.032 0.058 0.041 0.032 0.034 0.028 0.029 0.026 0.025 -1.000 -1.000
9351 0.600 24.459 24.397 23.713 23.231 23.201 23.078 22.815 22.549 22.543 22.792 23.235 0.035 0.062 0.041 0.032 0.031 0.028 0.025 0.021 0.021 0.046 0.061
9360 0.620 25.654 24.999 23.704 22.962 22.732 22.503 22.121 21.645 21.504 21.624 22.202 0.079 0.101 0.043 0.027 0.023 0.020 0.017 0.014 0.013 0.022 0.030
9369 0.620 24.391 24.214 23.702 23.305 23.458 23.124 23.182 22.868 22.855 26.370 26.370 0.034 0.058 0.042 0.033 0.036 0.029 0.030 0.024 0.026 -1.000 -1.000
9378 0.640 25.589 24.722 23.582 22.876 22.572 22.431 22.072 21.544 21.408 21.485 22.116 0.074 0.096 0.041 0.025 0.022 0.019 0.016 0.014 0.013 0.021 0.028
9387 0.640 24.417 24.176 23.653 23.215 23.238 23.067 22.847 22.530 22.509 22.705 23.270 0.035 0.062 0.042 0.032 0.030 0.028 0.025 0.021 0.021 0.044 0.060
9396 0.660 27.186 25.211 23.771 22.361 21.871 21.485 21.110 20.652 20.447 20.475 21.082 0.253 0.127 0.043 0.019 0.015 0.013 0.012 0.011 0.011 0.013 0.017
9405 0.660 25.509 24.811 23.648 22.858 22.590 22.345 21.987 21.502 21.343 21.434 21.961 0.072 0.094 0.041 0.025 0.021 0.019 0.016 0.013 0.013 0.020 0.027
9414 0.660 24.417 24.286 23.704 23.249 23.084 23.043 22.805 22.514 22.461 22.689 23.249 0.034 0.061 0.042 0.031 0.029 0.028 0.024 0.020 0.020 0.042 0.057
9423 0.680 25.528 25.127 23.724 22.852 22.592 22.386 21.996 21.536 21.347 21.384 21.945 0.073 0.097 0.043 0.025 0.022 0.019 0.016 0.014 0.013 0.019 0.026
9432 0.680 24.396 24.445 23.736 23.301 23.076 23.028 22.915 22.558 22.497 22.692 23.149 0.035 0.062 0.043 0.032 0.029 0.028 0.025 0.021 0.020 0.042 0.058
9441 0.700 25.337 24.755 23.726 22.793 22.519 22.296 21.928 21.438 21.225 21.266 21.836 0.068 0.092 0.042 0.024 0.021 0.018 0.016 0.013 0.012 0.018 0.025
9450 0.700 24.328 24.244 23.731 23.184 23.007 22.976 22.801 22.452 22.419 22.623 23.147 0.033 0.058 0.042 0.031 0.027 0.027 0.024 0.020 0.019 0.039 0.054
9459 0.720 26.917 25.423 23.746 22.248 21.703 21.332 20.919 20.464 20.224 20.161 20.748 0.226 0.134 0.043 0.018 0.014 0.013 0.012 0.011 0.011 0.012 0.015
9468 0.720 24.305 24.256 23.751 23.195 22.983 23.049 22.808 22.444 22.405 22.596 23.068 0.033 0.059 0.043 0.031 0.027 0.027 0.024 0.020 0.020 0.038 0.054
9477 0.740 25.290 24.779 23.698 22.727 22.479 22.180 21.858 21.365 21.106 21.120 21.639 0.065 0.090 0.042 0.023 0.020 0.018 0.015 0.013 0.012 0.017 0.022
9486 0.760 26.609 25.352 23.588 22.156 21.542 21.187 20.720 20.291 20.010 19.921 20.489 0.205 0.135 0.041 0.017 0.014 0.012 0.011 0.011 0.010 0.012 0.013
9495 0.760 24.318 24.125 23.759 23.246 22.952 23.022 22.765 22.430 22.342 22.507 23.076 0.032 0.057 0.043 0.031 0.027 0.027 0.024 0.020 0.019 0.036 0.050
9504 0.780 25.317 24.930 23.717 22.744 22.381 22.092 21.770 21.291 21.009 20.993 21.521 0.062 0.087 0.043 0.023 0.019 0.017 0.015 0.013 0.012 0.016 0.021
9513 0.780 24.191 24.053 23.685 23.132 22.838 22.841 22.643 22.327 22.265 22.292 22.813 0.030 0.053 0.041 0.029 0.025 0.025 0.022 0.019 0.018 0.033 0.046
9522 0.800 24.344 24.021 23.732 23.438 23.095 23.362 22.853 22.825 22.740 22.760 26.370 0.032 0.056 0.043 0.036 0.029 0.033 0.024 0.024 0.024 0.045 -1.000
9531 0.820 24.169 24.077 23.779 23.195 22.978 22.950 22.686 22.387 22.245 22.345 22.827 0.030 0.054 0.043 0.030 0.026 0.026 0.023 0.019 0.018 0.033 0.045
9540 0.840 25.151 24.636 23.715 22.710 22.219 21.988 21.658 21.176 20.850 20.780 21.215 0.057 0.082 0.043 0.022 0.018 0.016 0.014 0.012 0.012 0.015 0.018
9549 0.840 24.146 24.023 23.616 23.075 22.836 22.855 22.636 22.287 22.150 22.284 22.691 0.029 0.051 0.041 0.029 0.025 0.024 0.022 0.018 0.017 0.031 0.041
9558 0.880 25.023 24.674 23.689 22.618 22.163 21.923 21.576 21.093 20.741 20.626 21.039 0.054 0.078 0.043 0.022 0.017 0.016 0.014 0.012 0.011 0.014 0.016
9567 0.900 25.011 24.645 23.780 22.678 22.143 21.875 21.539 21.094 20.725 20.575 20.964 0.053 0.077 0.043 0.022 0.017 0.015 0.014 0.012 0.011 0.014 0.016
9576 0.900 24.126 23.963 23.737 23.288 23.044 23.161 22.668 22.746 22.622 22.603 26.370 0.029 0.051 0.043 0.032 0.029 0.030 0.023 0.023 0.022 0.039 -1.000
9585 0.920 24.051 23.932 23.711 23.228 23.114 23.122 22.658 22.710 22.561 22.539 26.370 0.028 0.050 0.042 0.031 0.028 0.029 0.022 0.023 0.021 0.038 -1.000
9594 0.960 24.346 24.261 23.702 22.936 22.452 22.213 21.958 21.712 21.469 21.336 21.691 0.035 0.061 0.043 0.026 0.020 0.018 0.016 0.014 0.013 0.019 0.023
9603 1.000 23.957 23.859 23.676 23.132 22.809 22.532 22.513 22.214 21.938 21.968 22.282 0.027 0.046 0.041 0.029 0.024 0.021 0.021 0.018 0.016 0.026 0.032
9612 1.100 24.042 23.944 23.696 23.286 22.928 22.613 22.583 22.238 21.963 21.929 22.223 0.028 0.047 0.043 0.032 0.026 0.021 0.021 0.018 0.016 0.026 0.030
9621 1.180 24.347 24.021 23.758 23.134 22.472 22.064 21.797 21.508 21.267 21.041 21.244 0.032 0.053 0.043 0.029 0.020 0.017 0.015 0.013 0.013 0.016 0.018
9630 1.540 24.112 23.908 23.569 23.518 23.251 22.799 22.441 22.308 21.972 21.847 21.784 0.029 0.045 0.041 0.038 0.032 0.024 0.020 0.019 0.016 0.024 0.024
9639 0.040 24.484 23.929 23.776 23.562 23.407 23.158 23.164 23.170 23.402 24.219 24.596 0.037 0.050 0.044 0.038 0.034 0.030 0.030 0.029 0.034 0.113 0.165
9648 0.040 24.442 24.013 23.865 23.777 23.694 23.578 23.517 23.405 23.643 26.370 26.370 0.037 0.052 0.046 0.044 0.043 0.039 0.038 0.036 0.041 -1.000 -1.000
9657 0.060 24.273 23.902 23.823 23.561 23.556 23.165 23.392 23.322 23.489 26.370 26.370 0.032 0.047 0.046 0.039 0.038 0.031 0.034 0.032 0.036 -1.000 -1.000
9666 0.080 24.248 23.785 23.845 23.449 23.493 23.197 23.336 23.234 23.362 26.370 26.370 0.032 0.046 0.046 0.035 0.037 0.030 0.033 0.032 0.035 -1.000 -1.000
9675 0.100 24.647 23.967 23.841 23.595 23.438 23.254 23.162 23.182 23.316 24.084 24.569 0.042 0.053 0.046 0.040 0.036 0.032 0.030 0.030 0.033 0.106 0.148
9684 0.100 24.300 23.835 23.835 23.332 23.500 23.233 23.362 23.188 23.394 26.370 26.370 0.032 0.046 0.045 0.034 0.037 0.031 0.033 0.031 0.034 -1.000 -1.000
9693 0.120 24.394 23.861 23.730 23.405 23.503 23.263 23.300 23.237 23.352 26.370 26.370 0.034 0.047 0.044 0.035 0.037 0.032 0.032 0.031 0.033 -1.000 -1.000
9702 0.140 24.461 23.936 23.842 23.524 23.608 23.406 23.361 23.397 23.466 26.370 26.370 0.037 0.052 0.044 0.037 0.040 0.036 0.034 0.033 0.035 -1.000 -1.000
9711 0.160 24.766 24.143 23.750 23.651 23.498 23.356 23.084 23.151 23.161 23.981 24.573 0.044 0.055 0.044 0.040 0.036 0.032 0.029 0.029 0.030 0.096 0.128
9720 0.180 24.904 24.182 23.834 23.689 23.476 23.274 23.132 23.133 23.204 24.016 24.368 0.046 0.057 0.045 0.041 0.037 0.033 0.029 0.029 0.030 0.096 0.128
9729 0.180 24.682 24.109 23.736 23.667 23.597 23.569 23.402 23.367 23.439 26.370 26.370 0.039 0.057 0.045 0.040 0.041 0.039 0.035 0.035 0.035 -1.000 -1.000
9738 0.180 24.738 24.185 23.856 23.749 23.764 23.684 23.519 23.492 23.425 26.370 26.370 0.042 0.058 0.046 0.041 0.042 0.040 0.037 0.036 0.036 -1.000 -1.000
9747 0.200 24.618 24.150 23.849 23.646 23.646 23.648 23.395 23.473 23.435 26.370 26.370 0.040 0.058 0.045 0.041 0.042 0.040 0.034 0.035 0.035 -1.000 -1.000
